Arn,Name,Description,Behavior,Severity,Implementation_Type,Implementation_Identifier,CreateTime
arn:aws:controlcatalog:::control/ka8e3pkqefnjsxuyc26ji580,Deny access to AWS based on the requested AWS Region for an organizational unit,Disallows access to unlisted operations in global and regional services outside of the specified Regions for an organizational unit.,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/5cjg5l97vxjwkboroljt9oqgg,Checks if Amazon OpenSearch Service domains are configured with at least three dedicated primary nodes,"Checks if Amazon OpenSearch Service domains are configured with at least three dedicated primary nodes. The rule is NON_COMPLIANT for an OpenSearch Service domain if 'DedicatedMasterEnabled' is set to 'false', or 'DedicatedMasterCount' is less than 3.",DETECTIVE,LOW,AWS::Config::ConfigRule,OPENSEARCH_PRIMARY_NODE_FAULT_TOLERANCE,2023-10-12 02:00:00+02:00
arn:aws:controlcatalog:::control/hnknpwu1wtqwc6sb692qzmji,Require that any application load balancer must be configured to drop HTTP headers,This control checks whether application load balancers are configured to drop non-valid HTTP headers.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/d7nfwdnk5azb17gp2velty027,RDS DB instances should publish logs to CloudWatch Logs,"This control checks whether an Amazon RDS DB instance is configured to publish the following logs to Amazon CloudWatch Logs. The control fails if the instance isn’t configured to publish the following logs to CloudWatch Logs: Oracle: (Alert, Audit, Trace, Listener), PostgreSQL: (Postgresql, Upgrade), MySQL: (Audit, Error, General, SlowQuery), MariaDB: (Audit, Error, General, SlowQuery), SQL Server: (Error, Agent), Aurora: (Audit, Error, General, SlowQuery), Aurora-MySQL: (Audit, Error, General, SlowQuery), Aurora-PostgreSQL: (Postgresql).",DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,RDS.9,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/dm91qhaj7bjtyrovbq0szj49u,Checks if an Amazon DynamoDB table is present in AWS Backup plans,Checks if an Amazon DynamoDB table is present in AWS Backup plans. The rule is NON_COMPLIANT if DynamoDB tables are not present in any AWS Backup plan.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DYNAMODB_IN_BACKUP_PLAN,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/5lwgwp498974xwygy5ge7pxfz,Disallow changes to AWS Config Rules set up by AWS Control Tower,Prevent changes to AWS Config Rules set up by AWS Control Tower.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-04-24 02:00:00+02:00
arn:aws:controlcatalog:::control/ddonk5t03dr15srtwca914qhq,Require an Amazon RDS database instance not to use a database engine default port,This control checks whether Amazon Relational Database Service (RDS) database instances are configured for default database port for their specific engine types.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/b7a0rdepu2tfjgo0ddxo9waw0,Require an Amazon API Gateway REST API stage to have AWS X-Ray tracing activated,This control ensures that AWS X-Ray tracing is enabled on Amazon API Gateway REST APIs.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/avo0pwqx247dwpymeg722atjs,ActiveMQ brokers should use active/standby deployment mode,This control checks whether the deployment mode for an Amazon MQ ActiveMQ broker is set to active/standby. The control fails if a single-instance broker (enabled by default) is set as the deployment mode.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,MQ.5,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/1m3wi9y66gi199vwyqmu4lm4l,Checks if at least one AWS CloudTrail trail is logging Amazon Simple Storage Service (Amazon S3) data events for all S3 buckets,Checks if at least one AWS CloudTrail trail is logging Amazon Simple Storage Service (Amazon S3) data events for all S3 buckets. The rule is NON_COMPLIANT if there are trails or if no trails record S3 data events.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CLOUDTRAIL_S3_DATAEVENTS_ENABLED,2019-06-13 02:00:00+02:00
arn:aws:controlcatalog:::control/83hjfo2r3dk0lrvlhq9tjy28o,Enhanced monitoring should be configured for RDS DB instances,This control checks whether enhanced monitoring is enabled for your RDS DB instances.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,RDS.6,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/7tqjg1wjebbny88lgblu7umbm,Application Load Balancer should be configured with defensive or strictest desync mitigation mode,This control checks whether the Application Load Balancer is configured with defensive or strictest de-sync mitigation mode. This control fails if the Application Load Balancer is not configured with defensive or strictest desync mitigation mode.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ELB.12,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/4x267z0wtsukfwy248qbd2ioc,Checks if an AWS Glue ML Transform has encryption at rest enabled,Checks if an AWS Glue ML Transform has encryption at rest enabled. The rule is NON_COMPLIANT if `MLUserDataEncryptionMode` is set to `DISABLED`.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,GLUE_ML_TRANSFORM_ENCRYPTED_AT_REST,2024-04-10 02:00:00+02:00
arn:aws:controlcatalog:::control/7oo9e9bcs8ilm6ekoxu322yb3,Require that the organization's Amazon S3 resources are accessible only by IAM principals that belong to the organization or by an AWS service,This control disallows Amazon S3 API operations for your organization's Amazon S3 resources by an AWS IAM principal when the principal is outside of the organization and is not an AWS service principal.,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::RESOURCE_CONTROL_POLICY,,2024-11-13 01:00:00+01:00
arn:aws:controlcatalog:::control/am05zps6qc75j09wv4b7tqja0,Require an AWS Lambda function URL to use AWS IAM-based authentication,This control checks whether an AWS Lambda function URL is configured to use authentication that's based on AWS IAM.,PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/9aj5vlxkdk2omkauvx0gg52w8,Require an Amazon RDS database instance to not be publicly accessible,"This rule checks whether Amazon Relational Database Service (RDS) database (DB) instances are publicly accessible, as determined by checking the 'PubliclyAccessible' configuration property.",PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/efet1wmobuchr7zuepnqk928r,Require an Amazon ElastiCache cache cluster to use a custom subnet group,This control checks whether an Amazon ElastiCache cache cluster is configured with a custom subnet group.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/ckrg5g06x08c6pem7ee4is3k5,Require OAuth on GitHub or Bitbucket source repository URLs for AWS CodeBuild projects,This control checks whether the GitHub or Bitbucket source repository URL contains either personal access tokens or a username and password.,PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/c9i8q2vq9koeh0khffjccp6sj,RDS DB instances should be configured to copy tags to snapshots,This control checks whether RDS DB instances are configured to copy all tags to snapshots when the snapshots are created.,DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,RDS.17,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1ux2daaazy34yz0jsf5ca6oct,Require an Amazon RDS event subscription to have critical cluster events configured,This control checks whether your Amazon RDS event subscriptions for RDS clusters are configured to notify on event categories of 'maintenance' and 'failure.',PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/clmlaa2in1wkntwekh7uw2jyx,Disallow public sharing of Amazon Machine Images (AMIs),"This control prevents the public sharing of your AMIs by configuring block public access for AMIs at an account level. If you already have public AMIs, they remain publicly available.",PREVENTIVE,MEDIUM,AWS::Organizations::Policy::DECLARATIVE_POLICY_EC2,,2024-12-01 01:00:00+01:00
arn:aws:controlcatalog:::control/c8zt4mv930hpl39dza3fs7f2j,Checks if Amazon CloudWatch Evidently segments have tags,"Checks if Amazon CloudWatch Evidently segments have tags. Optionally, you can specify tag keys.  The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,EVIDENTLY_SEGMENT_TAGGED,2024-10-02 02:00:00+02:00
arn:aws:controlcatalog:::control/41d17647wk31qhsnu0q188k7u,Checks if AWS Database Migration Service (AWS DMS) endpoints for Redis data stores are enabled for TLS/SSL encryption of data communicated with other endpoints,Checks if AWS Database Migration Service (AWS DMS) endpoints for Redis data stores are enabled for TLS/SSL encryption of data communicated with other endpoints. The rule is NON_COMPLIANT if TLS/SSL encryption is not enabled.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DMS_REDIS_TLS_ENABLED,2024-01-03 01:00:00+01:00
arn:aws:controlcatalog:::control/dk29asxlgsndiettlx36hhyw,Checks if Amazon CloudWatch alarms actions are in enabled state,Checks if Amazon CloudWatch alarms actions are in enabled state. The rule is NON_COMPLIANT if the CloudWatch alarms actions are not in enabled state.,DETECTIVE,HIGH,AWS::Config::ConfigRule,CLOUDWATCH_ALARM_ACTION_ENABLED_CHECK,2022-02-03 01:00:00+01:00
arn:aws:controlcatalog:::control/wa2yjrj2zlenc1y71rim6z49,Enable integrity validation for CloudTrail log file,"Protect the integrity of account activity logs using AWS CloudTrail log file validation, which creates a digitally signed digest file that contains a hash of each log that CloudTrail writes to Amazon S3.",PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-05-21 02:00:00+02:00
arn:aws:controlcatalog:::control/69wj8mo0sfw7gbz9lklsu9u51,Disallow delete actions on S3 buckets without MFA,Protect your S3 buckets by requiring multi-factor authentication (MFA) for delete actions. MFA adds an extra authentication code on top of a user name and password.,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/83k816oum3tlj237w9dhuqxzh,Stateless network firewall rule group should not be empty,This control checks if a Stateless Network Firewall Rule Group contains rules. The rule will fail if there are no rules in a Stateless Network Firewall Rule Group.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,NetworkFirewall.6,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/d4wgeffz6izrb627c2yb8nq8d,Checks if S3 buckets have default encryption enabled or have bucket policies that explicitly deny put-object requests without server side encryption using AES-256 or AWS KMS,Checks if S3 buckets have default encryption enabled or have bucket policies that explicitly deny put-object requests without server side encryption using AES-256 or AWS KMS. The rule is NON_COMPLIANT if an S3 bucket is not encrypted by default.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,S3_BUCKET_SERVER_SIDE_ENCRYPTION_ENABLED,2018-01-05 01:00:00+01:00
arn:aws:controlcatalog:::control/8fejjs77ecmvo0clp5u47i8w6,Unused IAM user credentials should be removed,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 90 days.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,IAM.8,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/keijcuz1a7n70grfn62tb2jj,DynamoDB tables should automatically scale capacity with demand,This control checks whether a DynamoDB table can scale its read or write capacity as needed. This control passes if the table uses an on-demand capacity mode or if the table uses provisioned mode with automatic scaling configured.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,DynamoDB.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/af64faj0u894zyrn7ulkuh480,Require that an Amazon Redshift cluster parameter group is configured to use Secure Sockets Layer (SSL) for encryption of data in transit,"This control checks whether an Amazon Redshift cluster parameter group is configured to require encryption by means of Secure Sockets Layer (SSL), for data in transit.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/8x0i8fb1xo3xsddbvmt9fb2cd,Require an Amazon RDS database cluster to copy tags to snapshots,This control checks whether an Amazon RDS DB cluster is configured to copy all tags to snapshots created.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/624yg0j9d8swiglwfc1m4kvnm,CloudTrail log file validation should be enabled,This AWS control checks whether CloudTrail log file validation is enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,CloudTrail.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/62d2oyd8a1yq5ioo2h1qmszrg,Connections to OpenSearch domains should be encrypted using the latest TLS security policy,This controls checks whether connections to an Amazon OpenSearch Service domain are using the latest TLS security policy. The control fails if the OpenSearch domain isn't using the latest supported policy or if HTTPS isn't enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Opensearch.8,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/96ojkxif5ixxv48cgnmbd6486,Checks if non-default security groups are attached to elastic network interfaces,Checks if non-default security groups are attached to elastic network interfaces. The rule is NON_COMPLIANT if the security group is not associated with a network interface.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EC2_SECURITY_GROUP_ATTACHED_TO_ENI,2019-07-18 02:00:00+02:00
arn:aws:controlcatalog:::control/k4qy7jlrbyefbuesv7dfjsi7,Require that an Amazon Elastic MapReduce (EMR) security configuration is configured to encrypt data at rest in Amazon S3 with an AWS KMS key,This control checks whether an Amazon EMR security configuration is configured to encrypt EMR File System (EMRFS) objects at rest in Amazon S3 with an AWS KMS key.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/92klgf7ogbbiyeki4n8jyh2xo,Require an AWS AppSync GraphQL API cache to have encryption in transit enabled.,This control checks whether an AWS AppSync API cache has encryption in transit enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/89ayq03xsgd74i8aimvw2nen2,Checks whether a WAF Global Web ACL contains any WAF rules or rule groups,Checks whether a WAF Global Web ACL contains any WAF rules or rule groups. This rule is NON_COMPLIANT if a Web ACL does not contain any WAF rule or rule group.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,WAF_GLOBAL_WEBACL_NOT_EMPTY,2021-11-18 01:00:00+01:00
arn:aws:controlcatalog:::control/7lcpphs49pok3r4x9t9jwe1o8,Checks if DNS query logging is enabled for your Amazon Route 53 public hosted zones,Checks if DNS query logging is enabled for your Amazon Route 53 public hosted zones. The rule is NON_COMPLIANT if DNS query logging is not enabled for your Amazon Route 53 public hosted zones.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,ROUTE53_QUERY_LOGGING_ENABLED,2023-07-26 02:00:00+02:00
